distrito_cod;setor_cod;quadra_cod;lote_cod;unidade;matricula;ocupacao;patrimonio;muro;passeio;topografia;area_total;fracao_ideal;pedologia;isencao_iptu;isencao_taxas;valor_venal_informado;valor_venal_2020
1;4;8;413;1;;Construido;Particular;Sim;Sim;;147,4;81,1;;Tributável;Tributável;;42.827,66
1;4;8;413;2;;Construido;Particular;Não;Sim;;147,4;66,3;;Tributável;Tributável;;41.477,56
1;4;8;144;3;;Construido;Particular;Sim;Sim;;260;;;Tributável;Tributável;;33.157,98
1;4;8;144;2;;Construido;Particular;Sim;Sim;;260;;;Tributável;Tributável;;53.190,99
1;4;9;30;1;;Construido;Particular;Sim;Sim;;1.267,39;;;Tributável;Tributável;;775.919,55
1;4;9;45;1;;Construido;Particular;Sim;Sim;;376;;;Tributável;Tributável;;176.636,36
1;4;9;145;1;;Construido;Particular;Não;Sim;;3.137,91;;;Isento;Tributável;;2.286.368,00
1;4;9;156;1;;Construido;Particular;Sim;Sim;;308;;;Tributável;Tributável;;130.629,73
1;4;9;165;1;;Construido;Particular;Sim;Sim;;228;;;Tributável;Tributável;;96.434,78
1;4;9;171;1;;Construido;Particular;Sim;Sim;;93,15;;;Tributável;Tributável;;53.395,92
1;4;9;200;1;;Construido;Particular;Sim;Sim;;192,25;;;Tributável;Tributável;;122.460,45
1;4;9;210;1;;Construido;Particular;Sim;Sim;;185,78;;;Tributável;Tributável;;119.619,19
1;4;9;220;1;;Construido;Particular;Sim;Sim;;263,84;;;Tributável;Tributável;;55.617,70
1;4;9;220;2;;Construido;Particular;Sim;Sim;;263,84;;;Tributável;Tributável;;27.934,03
1;4;9;230;1;;Construido;Particular;Sim;Sim;;294;;;Tributável;Tributável;;238.744,26
1;4;9;240;1;;Construido;Particular;Sim;Sim;;287,51;;;Tributável;Tributável;;116.093,94
1;4;9;254;1;;Construido;Particular;Sim;Sim;;303,72;;;Tributável;Tributável;;167.598,52
1;4;9;271;1;;Construido;Particular;Não;Sim;;600;;;Tributável;Tributável;;433.342,62
1;4;9;281;1;;Construido;Particular;Sim;Sim;;246,53;;;Tributável;Tributável;;42.535,35
1;4;9;281;2;;Construido;Particular;Sim;Sim;;246,53;;;Tributável;Tributável;;44.027,22
1;4;9;306;1;;Construido;Particular;Sim;Sim;;357,69;;;Tributável;Tributável;;143.075,24
1;4;9;318;1;;Construido;Particular;Sim;Sim;;206,35;;;Tributável;Tributável;;76.500,39
1;4;9;325;1;;Construido;Particular;Não;Sim;;365,44;;;Tributável;Tributável;;122.563,03
1;4;9;343;1;;Construido;Particular;Sim;Sim;;616,41;;;Tributável;Tributável;;335.727,51
1;4;10;16;1;;Construido;Particular;Sim;Sim;;1.095,00;;;Tributável;Tributável;;1.496.333,79
1;4;10;35;1;;Construido;Particular;Sim;Sim;;944,26;;;Tributável;Tributável;;729.811,56
1;4;10;50;4;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;5;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;6;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;7;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;8;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;9;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;10;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;11;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;12;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;13;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;14;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;15;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;16;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;17;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;18;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;19;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;20;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;21;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;22;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;23;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;24;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;25;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;26;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;27;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;28;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;29;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;30;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;31;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;32;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;33;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;34;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;35;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;36;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;37;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;38;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;39;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;40;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;41;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;42;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;43;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;44;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;45;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;46;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;47;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;48;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;49;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;81.880,65
1;4;10;50;50;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;51;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;52;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;53;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;54;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;55;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;56;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;57;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;58;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;59;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;60;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;61;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;62;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;63;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;64;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;65;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;66;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;67;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;68;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;69;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;70;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;71;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;72;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;73;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;81.880,65
1;4;10;50;74;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;75;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;50;76;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;80.147,14
1;4;10;50;77;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;100.182,97
1;4;10;50;78;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;79;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;80;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;75.088,48
1;4;10;50;81;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;82;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;90.728,39
1;4;10;50;83;;Construido;Particular;Não;Sim;;1.061,00;;;Tributável;Tributável;;72.583,48
1;4;10;60;1;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;26.921,15
1;4;10;60;2;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;3;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;4;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;5;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;6;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;7;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;8;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;9;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;10;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;11;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;12;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;15;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;17;;Construido;Particular;Não;Sim;;459,37;;;Tributável;Tributável;;25.723,09
1;4;10;60;18;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;19;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;20;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;21;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;22;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;26.921,15
1;4;10;60;23;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;24;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;25;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;26;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;27;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;28;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;29;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;30;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;31;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;32;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;33;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;34;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;35;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;36;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;37;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;38;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;39;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;40;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;41;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.576,51
1;4;10;60;42;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;33.109,32
1;4;10;60;43;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;27.492,37
1;4;10;60;44;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;28.657,40
1;4;10;60;45;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.007,05
1;4;10;60;46;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.007,05
1;4;10;60;47;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.007,05
1;4;10;60;48;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.007,05
1;4;10;60;49;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.007,05
1;4;10;60;50;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.294,58
1;4;10;60;51;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;52;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.294,58
1;4;10;60;53;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;54;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;56;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;57;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;58;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.294,58
1;4;10;60;59;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;60;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.294,58
1;4;10;60;61;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;62;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;63;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;30.148,89
1;4;10;60;64;;Construido;Particular;Não;Sim;;759,37;;;Tributável;Tributável;;38.656,06
1;4;10;71;1;;Construido;Particular;Sim;Sim;;219,7;;;Tributável;Tributável;;348.174,41
1;4;10;74;1;;Construido;Particular;Sim;Sim;;250;;;Tributável;Tributável;;147.552,40
1;4;10;83;1;;Construido;Particular;Sim;Sim;;239;;;Tributável;Tributável;;55.864,03
1;4;10;83;2;;Construido;Particular;Sim;Sim;;239;;;Tributável;Tributável;;48.259,11
1;4;10;83;3;;Construido;Particular;Não;Sim;;239;;;Tributável;Tributável;;47.078,69
1;4;10;84;1;;Não Edificado;Particular;Não;Sim;;55;;;Tributável;Tributável;;15.381,08
1;4;10;93;1;;Construido;Particular;Sim;Sim;;258,06;;;Tributável;Tributável;;130.652,69
1;4;10;93;2;;Construido;Particular;Sim;Sim;;258,06;;;Tributável;Tributável;;44.689,65
1;4;10;103;1;;Construido;Particular;Sim;Sim;;265,76;;;Tributável;Tributável;;174.504,15
1;4;10;113;1;;Construido;Particular;Sim;Sim;;245;;;Tributável;Tributável;;45.931,06
1;4;10;113;2;;Construido;Particular;Não;Sim;;245;;;Tributável;Tributável;;56.447,76
1;4;10;113;3;;Construido;Particular;Sim;Sim;;245;;;Tributável;Tributável;;105.028,33
1;4;10;123;1;;Construido;Particular;Não;Sim;;345,78;;;Tributável;Tributável;;131.831,22
1;4;10;123;2;;Construido;Particular;Não;Sim;;345,78;;;Tributável;Tributável;;136.663,73
1;4;10;133;1;;Construido;Particular;Sim;Sim;;293;;;Tributável;Tributável;;170.880,54
1;4;10;143;1;;Construido;Particular;Sim;Sim;;269,9;;;Tributável;Tributável;;73.850,09
1;4;10;143;2;;Construido;Particular;Sim;Sim;;269,9;;;Tributável;Tributável;;249.163,56
1;4;10;192;1;;Construido;Particular;Sim;Sim;;132,06;;;Tributável;Tributável;;42.238,53
1;4;10;192;2;;Construido;Particular;Sim;Sim;;132,06;;;Tributável;Tributável;;59.327,06
1;4;10;195;1;;Construido;Particular;Não;Sim;;144;;;Tributável;Tributável;;102.754,95
1;4;10;234;1;;Construido;Particular;Sim;Sim;;149,73;;;Tributável;Tributável;;25.792,53
1;4;10;244;1;;Ruínas;Particular;Sim;Sim;;180;;;Tributável;Tributável;;28.267,20
1;4;10;255;1;;Construido;Particular;Sim;Sim;;231,71;;;Tributável;Tributável;;126.417,77
1;4;10;268;1;;Construido;Particular;Sim;Sim;;342,94;;;Tributável;Tributável;;159.208,15
1;4;10;283;1;;Construido;Particular;Sim;Sim;;720;;;Tributável;Tributável;;202.854,71
1;4;11;300;1;;Construido;Particular;Não;Sim;;300;;;Isento;Isento;;0
1;5;1;34;1;;Construido;Particular;Não;Sim;;259,36;;;Tributável;Tributável;;229.120,75
1;5;1;52;1;;Construido;Particular;Sim;Sim;;383,87;;;Tributável;Tributável;;73.728,38
1;5;1;67;1;;Construido;Particular;Sim;Sim;;169,15;;;Tributável;Tributável;;18.876,85
1;5;1;67;2;;Construido;Particular;Sim;Sim;;169,15;;;Tributável;Tributável;;16.655,69
1;5;1;67;3;;Construido;Particular;Sim;Sim;;169,15;;;Tributável;Tributável;;9.491,09
1;5;1;83;1;;Construido;Particular;Sim;Sim;;592,83;;;Tributável;Tributável;;50.118,35
1;5;1;83;2;;Construido;Particular;Não;Sim;;592,83;;;Isento;Isento;;128.461,57
1;5;1;96;1;;Construido;Particular;Sim;Sim;;278,24;;;Tributável;Tributável;;53.538,26
1;5;1;118;1;;Construido;Particular;Sim;Sim;;105,79;;;Tributável;Tributável;;74.509,46
1;5;1;118;4;;Construido;Particular;Sim;Sim;;105,79;;;Tributável;Tributável;;114.798,71
1;5;1;123;1;;Construido;Particular;Sim;Sim;;72,95;;;Tributável;Tributável;;28.784,57
1;5;1;134;1;;Construido;Particular;Sim;Sim;;145,06;;;Tributável;Tributável;;66.047,64
1;5;1;145;1;;Construido;Particular;Sim;Sim;;232,61;;;Tributável;Tributável;;63.795,36
1;5;1;145;2;;Construido;Particular;Sim;Sim;;232,61;;;Tributável;Tributável;;17.512,95
1;5;1;155;1;;Construido;Particular;Sim;Sim;;245,46;;;Tributável;Tributável;;88.363,89
1;5;1;165;1;;Construido;Particular;Sim;Sim;;171,05;;;Tributável;Tributável;;43.379,53
1;5;2;93;1;;Construido;Particular;Não;Sim;;694,87;;;Tributável;Tributável;;217.056,32
1;5;3;226;1;;Construido;Particular;Sim;Sim;;583,11;;;Tributável;Tributável;;94.000,87
1;5;3;236;1;;Construido;Particular;Sim;Sim;;556,84;;;Tributável;Tributável;;112.859,87
1;5;3;248;1;;Construido;Particular;Sim;Sim;;300,54;;;Tributável;Tributável;;107.206,06
1;5;3;260;1;;Construido;Particular;Sim;Sim;;274,73;;;Tributável;Tributável;;59.794,61
1;5;3;280;1;;Construido;Particular;Sim;Sim;;103,78;;;Tributável;Tributável;;11.526,79
1;5;3;280;2;;Construido;Particular;Sim;Sim;;103,78;;;Tributável;Tributável;;22.210,69
1;5;3;292;1;;Construido;Particular;Sim;Sim;;150,78;;;Tributável;Tributável;;22.626,10
1;5;3;292;2;;Construido;Particular;Não;Sim;;150,78;;;Tributável;Tributável;;33.269,25
1;5;3;292;3;;Construido;Particular;Não;Sim;;150,78;;;Tributável;Tributável;;30.405,43
1;5;3;295;1;;Construido;Particular;Sim;Sim;;37,48;;;Tributável;Tributável;;50.562,23
1;5;3;322;1;;Construido;Particular;Sim;Sim;;139,74;;;Tributável;Tributável;;48.151,73
1;5;3;337;1;;Construido;Particular;Sim;Sim;;180;;;Tributável;Tributável;;5.476,72
1;5;3;337;2;;Construido;Particular;Sim;Sim;;180;;;Tributável;Tributável;;26.952,58
1;5;3;339;1;;Construido;Particular;Sim;Sim;;474;;;Tributável;Tributável;;63.858,68
1;5;3;339;2;;Construido;Particular;Não;Sim;;474;;;Tributável;Tributável;;18.326,12
1;5;3;339;3;;Construido;Particular;Não;Sim;;474;;;Tributável;Tributável;;31.440,56
1;5;3;356;1;;Construido;Particular;Sim;Sim;;83,57;;;Tributável;Tributável;;18.275,75
1;5;3;365;1;;Construido;Particular;Sim;Sim;;80,35;;;Tributável;Tributável;;25.195,47
1;5;3;405;1;;Construido;Particular;Não;Sim;;191,11;;;Tributável;Tributável;;56.752,00
1;5;3;481;1;;Construido;Particular;Não;Sim;;269,24;;;Tributável;Tributável;;60.345,76
1;5;3;481;2;;Construido;Particular;Não;Sim;;269,24;;;Tributável;Tributável;;55.553,16
1;5;3;495;1;;Não Edificado;Particular;Não;Sim;;1.118,25;;;Tributável;Tributável;;49.526,17
1;5;3;506;1;;Construido;Particular;Sim;Sim;;179,16;;;Tributável;Tributável;;71.857,69
1;5;3;514;1;;Construido;Particular;Sim;Sim;;962,42;;;Tributável;Tributável;;122.787,44
1;5;3;529;1;;Construido;Particular;Não;Sim;;885,21;;;Tributável;Tributável;;58.839,74
1;5;3;544;2;;Construido;Particular;Sim;Sim;;360;;;Tributável;Tributável;;122.539,32
1;5;3;550;1;;Não Edificado;Particular;Não;Sim;;544;;;Tributável;Tributável;;20.651,33
1;5;3;554;2;;Construido;Particular;Sim;Sim;;208;;;Tributável;Tributável;;71.582,94
1;5;3;589;1;;Não Edificado;Particular;Não;Sim;;1.110,00;;;Tributável;Tributável;;49.160,79
1;5;3;599;1;;Não Edificado;Particular;Não;Sim;;1.110,00;;;Tributável;Tributável;;29.496,47
1;5;3;676;1;;Construido;Particular;Sim;Sim;;215,01;;;Tributável;Tributável;;39.166,54
1;5;3;723;1;;Não Edificado;Particular;Sim;Sim;;3.036,00;;;Tributável;Tributável;;80.676,84
1;5;4;143;1;;Construido;Particular;Sim;Sim;;195,03;;;Tributável;Tributável;;27.598,27
1;5;4;166;1;;Construido;Particular;Sim;Sim;;146,8;;;Tributável;Tributável;;36.474,80
1;5;4;181;1;;Construido;Particular;Sim;Sim;;297,5;;;Tributável;Tributável;;60.528,76
1;5;4;181;2;;Construido;Particular;Não;Sim;;297,5;;;Tributável;Tributável;;42.681,27
1;5;4;190;1;;Construido;Particular;Sim;Sim;;114,39;;;Tributável;Tributável;;45.321,82
1;5;4;215;1;;Construido;Particular;Sim;Sim;;162,5;;;Tributável;Tributável;;86.211,32
1;5;4;215;2;;Construido;Particular;Não;Sim;;162,5;;;Tributável;Tributável;;60.520,53
1;5;4;224;1;;Construido;Particular;Sim;Sim;;180;;;Tributável;Tributável;;58.591,32
1;5;4;225;1;;Construido;Particular;Sim;Sim;;221,08;;;Tributável;Tributável;;31.737,00
1;5;4;237;1;;Construido;Particular;Sim;Sim;;624;;;Tributável;Tributável;;60.028,22
1;5;4;247;1;;Construido;Particular;Sim;Sim;;421,76;;;Tributável;Tributável;;28.173,89
1;5;4;247;2;;Construido;Particular;Sim;Sim;;421,76;;;Tributável;Tributável;;43.723,14
1;5;4;247;3;;Construido;Particular;Sim;Sim;;421,76;;;Tributável;Tributável;;31.588,40
1;5;4;247;5;;Construido;Particular;Sim;Sim;;421,76;;;Tributável;Tributável;;35.612,46
1;5;4;248;1;;Construido;Particular;Não;Sim;;510;;;Tributável;Tributável;;56.437,06
1;5;4;260;1;;Construido;Particular;Sim;Sim;;702;;;Tributável;Tributável;;51.475,79
1;5;4;277;1;;Construido;Particular;Sim;Sim;;379,75;;;Tributável;Tributável;;47.741,66
1;5;4;280;1;;Construido;Particular;Sim;Sim;;249,84;;;Tributável;Tributável;;35.275,98
1;5;5;12;1;;Construido;Particular;Sim;Sim;;188,38;;;Tributável;Tributável;;19.868,42
1;5;5;25;1;;Construido;Particular;Sim;Sim;;1.447,48;;;Tributável;Tributável;;76.137,64
1;5;5;25;2;;Construido;Particular;Não;Sim;;1.447,48;;;Tributável;Tributável;;27.522,66
1;5;5;25;3;;Construido;Particular;Não;Sim;;1.447,48;;;Tributável;Tributável;;26.801,39
1;5;5;25;4;;Construido;Particular;Não;Sim;;1.447,48;;;Tributável;Tributável;;118.009,71
1;5;5;35;1;;Construido;Particular;Não;Sim;;150;;;Tributável;Tributável;;71.703,90
1;5;5;38;1;;Construido;Particular;Sim;Sim;;875;;;Isento;Isento;;22.417,33
1;5;5;50;1;;Construido;Particular;Sim;Sim;;409,21;;;Tributável;Tributável;;52.122,61
1;5;5;191;1;;Construido;Particular;Não;Sim;;616,29;;;Tributável;Tributável;;122.355,17
1;5;5;88;1;;Não Edificado;Particular;Não;Sim;;370;;;Tributável;Tributável;;18.025,62
1;5;5;102;1;;Não Edificado;Particular;Não;Sim;;638;;;Tributável;Tributável;;28.478,34
1;5;5;134;1;;Não Edificado;Particular;Não;Sim;;1.098,00;;;Tributável;Tributável;;49.011,32
1;5;5;150;1;;Não Edificado;Particular;Não;Sim;;480;;;Tributável;Tributável;;21.425,71
1;5;5;153;1;;Construido;Particular;Não;Sim;;433;;;Tributável;Tributável;;175.489,10
