tipo_logradouro;logradouro;bairro;numero;complemento;loteamento
RUA;HELENA MARIA MARTINS;CAXAMBU VELHO;46;;
RUA;HELENA MARIA MARTINS;CAXAMBU VELHO;41;;
RUA;HELENA MARIA MARTINS;CAXAMBU VELHO;29;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;27;A - CASA HELENA;
EST;OLHO D'AGUA;CAXAMBU VELHO;15;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;1.467,00;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;1.457,00;;ROSALLAN
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;1.447,00;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;1.441,00;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;1.437,00;;
AV.;ANTONIO FERREIRA DA SILVA PROLONGAMENTO;CAXAMBU VELHO;1.417,00;;
AV.;ANTONIO FERREIRA DA SILVA PROLONGAMENTO;CAXAMBU VELHO;1.607,00;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;1.495,00;;
RUA;HELENA MARIA MARTINS;CAXAMBU VELHO;45;;
RUA;HELENA MARIA MARTINS;CAXAMBU VELHO;;;
RUA;HELENA MARIA MARTINS;CAXAMBU VELHO;31;;
AV.;IMPERATRIZ LEOPOLDINA;JARDIM BELVEDERE;706;;
AV.;IMPERATRIZ LEOPOLDINA;JARDIM BELVEDERE;692;;
AV.;IMPERATRIZ LEOPOLDINA;JARDIM BELVEDERE;704;;
AV.;IMPERATRIZ LEOPOLDINA;JARDIM BELVEDERE;712;;
AV.;IMPERATRIZ LEOPOLDINA;JARDIM BELVEDERE;;;4
AV.;IMPERATRIZ LEOPOLDINA;JARDIM BELVEDERE;;;4
ROD;BR 354;CAMPO DO MEIO;3.630,00;#NOME?;
ROD;BR 354;CAMPO DO MEIO;3.630,00;#NOME?;
ROD;BR 354;CAMPO DO MEIO;2.116,00;CASA PAULO AXEL;
ROD;BR 354;CAMPO DO MEIO;;GLEBA DE CIMA;
ROD;BR 354;CAMPO DO MEIO;;;
RUA;PAULO PEREIRA;CAMPO DO MEIO;233;FRENTE PEDRO;
RUA;PAULO PEREIRA;CAMPO DO MEIO;;#NOME?;
RUA;PAULO PEREIRA;CAMPO DO MEIO;;#NOME?;
RUA;PAULO PEREIRA;CAMPO DO MEIO;180;;
RUA;PAULO PEREIRA;CAMPO DO MEIO;; - CASA MARIA;
RUA;PAULO PEREIRA;CAMPO DO MEIO;;#NOME?;
TRV;PAULO PEREIRA;CAMPO DO MEIO;173;- AREA 1;
TRV;PAULO PEREIRA;CAMPO DO MEIO;;- AREA 02 -;GI
TRV;PAULO PEREIRA;CAMPO DO MEIO;; - AREA 03 ;
ROD;BR 354;CAMPO DO MEIO;2.609,00;FUNDOS;
ROD;BR 354;CAMPO DO MEIO;2.609,00;FRENTE;
ROD;BR 354;CAMPO DO MEIO;;RESIDENCIA;
ROD;BR 354;CAMPO DO MEIO;;;
ROD;BR 354;CAMPO DO MEIO;81;FRENTE;
ROD;BR 354;CAMPO DO MEIO;;FUNDOS;
ROD;BR 354;CAMPO DO MEIO;;KM 93 ;
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZOITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZOITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZESSETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZESSETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TREZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TREZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZENOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZESSEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZESSEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZESSEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUINZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATORZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZESSEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZESSEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUINZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;29;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA E UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;VINTE E NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRINTA E TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUARENTA;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TRES;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATRO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;CINCO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;SEIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOIS;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;UM;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;SETE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZ;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DEZ;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;NOVE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;OITO;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;ONZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;ONZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;ONZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;ONZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;ONZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;ONZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;DOZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATORZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATORZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;QUATORZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TREZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
RUA;TREZE;CAMPO DO MEIO;;;PORTAL DE CAXAMBU
