tipo_logradouro;logradouro;bairro;numero;complemento;loteamento
RUA;MONSENHOR JOAO DE DEUS;CENTRO;163;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;153;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;145;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;123;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;109;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;99;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;75;;
RUA;CONSELHEIRO MAYRINK;CENTRO;279;E M PE CORREIA DE ALMEIDA;
RUA;JOAO PINHEIRO;CENTRO;85;;
RUA;JOAO PINHEIRO;CENTRO;71;;
RUA;JOAO PINHEIRO;CENTRO;65;;
RUA;JOAO PINHEIRO;CENTRO;61;;
RUA;JOAO PINHEIRO;CENTRO;43;;
RUA;JOAO PINHEIRO;CENTRO;27;;
RUA;JOAO PINHEIRO;CENTRO;15;;
RUA;JOAO PINHEIRO;CENTRO;13;;
RUA;PRINCESA ISABEL;CENTRO;23;;
RUA;JOAO CARLOS;CENTRO;1;LOJA 1;
RUA;JOAO CARLOS;CENTRO;2;LOJA 2;
RUA;JOAO CARLOS;CENTRO;4;LOJA 4;
RUA;JOAO CARLOS;CENTRO;5;LOJA 5;
RUA;JOAO CARLOS;CENTRO;6;LOJA 6;
RUA;JOAO CARLOS;CENTRO;7;LOJA 7;
RUA;CAETANO FURQUIM;CENTRO;8;LOJA 8;
RUA;CAETANO FURQUIM;CENTRO;9;LOJA 9;
RUA;CAETANO FURQUIM;CENTRO;10;LOJA 10;
RUA;CAETANO FURQUIM;CENTRO;11;LOJA 11;
RUA;CAETANO FURQUIM;CENTRO;12;LOJA 12;
RUA;CAETANO FURQUIM;CENTRO;13;LOJA 13;
RUA;CAETANO FURQUIM;CENTRO;14;LOJA 14;
RUA;CAETANO FURQUIM;CENTRO;15;LOJA 15;
RUA;CAETANO FURQUIM;CENTRO;16;LOJA 16;
RUA;CAETANO FURQUIM;CENTRO;17;LOJA 17;
RUA;CAETANO FURQUIM;CENTRO;19;L0JA 19;
RUA;CAETANO FURQUIM;CENTRO;20;LOJA 20;
RUA;CAETANO FURQUIM;CENTRO;21;L0JA 21;
RUA;CAETANO FURQUIM;CENTRO;22;LOJA 22;
RUA;CAETANO FURQUIM;CENTRO;23;LOJA 23;
RUA;CAETANO FURQUIM;CENTRO;24;LOJA 24;
RUA;CAETANO FURQUIM;CENTRO;25;LOJA 25;
RUA;CAETANO FURQUIM;CENTRO;26;LOJA 26;
RUA;CAETANO FURQUIM;CENTRO;27;LOJA 27;
RUA;CAETANO FURQUIM;CENTRO;28;LOJA 28;
RUA;CAETANO FURQUIM;CENTRO;29;LOJA 29;
RUA;CAETANO FURQUIM;CENTRO;30;LOJA 30;
RUA;CAETANO FURQUIM;CENTRO;31;LOJA 31;
RUA;CAETANO FURQUIM;CENTRO;32;LOJA 32;
RUA;JOAO PINHEIRO;CENTRO;35;;
RUA;JOAO PINHEIRO;CENTRO;38;;
RUA;JOAO PINHEIRO;CENTRO;18;RESTAURANTE;
RUA;JOAO PINHEIRO;CENTRO;41;A;
RUA;JOAO PINHEIRO;CENTRO;40;LOJA 40;
RUA;JOAO PINHEIRO;CENTRO;36;LOJA 36;
RUA;CONSELHEIRO MAYRINK;CENTRO;238;SUPERMERCADO CARROSSEL;
RUA;MAJOR PENHA;CENTRO;22;FORUM;
PÇA;16 DE SETEMBRO;CENTRO;109;TERREO;
PÇA;16 DE SETEMBRO;CENTRO;109;A PAV SUPERIOR;
RUA;CONSELHEIRO MAYRINK;CENTRO;304;PAV SUPERIOR;
RUA;CONSELHEIRO MAYRINK;CENTRO;306;TERREO;
PÇA;16 DE SETEMBRO;CENTRO;97;RESIDENCIA FRENTE;
PÇA;16 DE SETEMBRO;CENTRO;29;;
RUA;CONSELHEIRO MAYRINK;CENTRO;363;;
RUA;CONSELHEIRO MAYRINK;CENTRO;381;LOJA A TERREO;
RUA;CONSELHEIRO MAYRINK;CENTRO;381;LOJA B TERREO;
RUA;CONSELHEIRO MAYRINK;CENTRO;381;LOJA C TERREO;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 101;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 102;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 103;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 104;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 201;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 202;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 203;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 204;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 301;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 302;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 303;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 304;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 401;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 402;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 403;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 404;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 501;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 502;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 503;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 504;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 601;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 602;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 603;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 604;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 701;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 702;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 703;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 704;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 801;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 802;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 803;
RUA;AMERICO DE MACEDO;CENTRO;72;AP 804;
RUA;AMERICO DE MACEDO;CENTRO;72;COB 01;
RUA;AMERICO DE MACEDO;CENTRO;72;COB 02;
RUA;AMERICO DE MACEDO;CENTRO;86;;
RUA;COSTA GUEDES;CENTRO;24;;
RUA;COSTA GUEDES;CENTRO;48;;
RUA;COSTA GUEDES;CENTRO;52;;
RUA;CONSELHEIRO MAYRINK;CENTRO;329;;
RUA;COSTA GUEDES;CENTRO;56;A;
RUA;CONSELHEIRO MAYRINK;CENTRO;394;;
RUA;COSTA GUEDES;CENTRO;84;;
RUA;COSTA GUEDES;CENTRO;98;FUNDOS;
RUA;COSTA GUEDES;CENTRO;98;FRENTE;
RUA;COSTA GUEDES;CENTRO;114;FRENTE;
RUA;COSTA GUEDES;CENTRO;114;A FUNDOS;
RUA;COSTA GUEDES;CENTRO;146;;ISENTO MOLESTIA INCURAVEL
RUA;COSTA GUEDES;CENTRO;150;TERREO;
RUA;OLIVEIRA MAFRA;CENTRO;241;LABORATORIO;
RUA;OLIVEIRA MAFRA;CENTRO;235;APT 05;
RUA;COSTA GUEDES;CENTRO;150;;
RUA;OLIVEIRA MAFRA;CENTRO;233;HOTEL ALEX;HOTEL
RUA;OLIVEIRA MAFRA;CENTRO;223;ANTIGO HOTEL MARQUES;
RUA;OLIVEIRA MAFRA;CENTRO;203;;
RUA;OLIVEIRA MAFRA;CENTRO;203;RESID;
RUA;OLIVEIRA MAFRA;CENTRO;203;RESID 2 PAV.;
PÇA;16 DE SETEMBRO;CENTRO;181;AGENCIA BANCARIA;
RUA;MAJOR PENHA;CENTRO;152;;
PÇA;16 DE SETEMBRO;CENTRO;168;;
RUA;MAJOR PENHA;CENTRO;39;;
RUA;MAJOR PENHA;CENTRO;13;#NOME?;
RUA;MAJOR PENHA;CENTRO;19;BAR DO ORLANDO;
RUA;CONSELHEIRO MAYRINK;CENTRO;390;;
AV.;BARAO DO RIO BRANCO;CENTRO;55;;
RUA;DOUTOR MARIO MILWARD;CENTRO;18;A COMERCIO;
RUA;DOUTOR MARIO MILWARD;CENTRO;18;RES PAV 01;
RUA;DOUTOR MARIO MILWARD;CENTRO;;PAVIMENTO 03;
RUA;DOUTOR MARIO MILWARD;CENTRO;50;;
RUA;DOUTOR MARIO MILWARD;CENTRO;78;;
RUA;DOUTOR MARIO MILWARD;CENTRO;80;;
RUA;DOUTOR MARIO MILWARD;CENTRO;90;PAVIM SUPERIOR;
RUA;DOUTOR MARIO MILWARD;CENTRO;90;TERREO;
RUA;DOUTOR MARIO MILWARD;CENTRO;112;;
RUA;DOUTOR MARIO MILWARD;CENTRO;118;LOJA;
RUA;DOUTOR MARIO MILWARD;CENTRO;118;APTO 101;
RUA;DOUTOR MARIO MILWARD;CENTRO;118;APTº 202;
RUA;OLIVEIRA MAFRA;CENTRO;291;;
RUA;OLIVEIRA MAFRA;CENTRO;283;SALA 02;
RUA;DOUTOR MARIO MILWARD;CENTRO;191;APT 02;
RUA;OLIVEIRA MAFRA;CENTRO;283;AP 03;
RUA;OLIVEIRA MAFRA;CENTRO;283;AP 04 PAV 03;
RUA;OLIVEIRA MAFRA;CENTRO;269;LOJA 1;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 101;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 102;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 103;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 104;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 201;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 202;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 203;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 204;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 301;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 302;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 303;
RUA;OLIVEIRA MAFRA;CENTRO;279;AP 304;
RUA;COSTA GUEDES;CENTRO;145;;
RUA;COSTA GUEDES;CENTRO;127;;
RUA;COSTA GUEDES;CENTRO;107;;
RUA;COSTA GUEDES;CENTRO;93;A;
RUA;DOUTOR MARIO MILWARD;CENTRO;76;;
RUA;COSTA GUEDES;CENTRO;93;;
RUA;DOUTOR MARIO MILWARD;CENTRO;66;;
RUA;COSTA GUEDES;CENTRO;83;;
RUA;COSTA GUEDES;CENTRO;73;;
RUA;COSTA GUEDES;CENTRO;55;;
RUA;ANTONIO MIGUEL ARNAUT;CENTRO;34;HOTEL BRAGANCA;HOTEL
RUA;JOAO PINHEIRO;CENTRO;296;TERREO BANCO ITAU;
RUA;JOAO PINHEIRO;CENTRO;308;BR AUTOMACAO DE CONSULTORIA LTDA.;
RUA;JOAO PINHEIRO;CENTRO;326;LOJA 1 PIZZARIA TARENTELLA;
RUA;JOAO PINHEIRO;CENTRO;326;LOJA - 05;
RUA;JOAO PINHEIRO;CENTRO;326;LOJA - 3;
RUA;JOAO PINHEIRO;CENTRO;326;LOJA -4;
RUA;JOAO PINHEIRO;CENTRO;326;LOJA 2;
RUA;JOAO PINHEIRO;CENTRO;326;AP 101;
RUA;JOAO PINHEIRO;CENTRO;326;AP 102;
RUA;JOAO PINHEIRO;CENTRO;326;AP 103;
RUA;JOAO PINHEIRO;CENTRO;326;AP 104;
RUA;JOAO PINHEIRO;CENTRO;326;AP 201;
RUA;JOAO PINHEIRO;CENTRO;326;AP 202;
RUA;JOAO PINHEIRO;CENTRO;326;APTO - 203;
RUA;JOAO PINHEIRO;CENTRO;326;AP 204;
RUA;JOAO PINHEIRO;CENTRO;326;AP 301;
RUA;JOAO PINHEIRO;CENTRO;326;AP 302;
RUA;JOAO PINHEIRO;CENTRO;326;AP 303;
RUA;JOAO PINHEIRO;CENTRO;326;AP 304;
RUA;JOAO PINHEIRO;CENTRO;336;CAXANGA MODAS;
RUA;JOAO PINHEIRO;CENTRO;336;AP 01 ANDAR 1;
RUA;JOAO PINHEIRO;CENTRO;336;AP 02;
RUA;JOAO PINHEIRO;CENTRO;336;APTO.03;
RUA;JOAO PINHEIRO;CENTRO;336;AP 04;
RUA;JOAO PINHEIRO;CENTRO;336;APTO 05 - ANDAR 03;
RUA;JOAO PINHEIRO;CENTRO;346;BANCO SANTANDER;
AV.;CAMILO SOARES;CENTRO;663;LOJA B;
AV.;CAMILO SOARES;CENTRO;655;;
AV.;CAMILO SOARES;CENTRO;671;AP 201;
AV.;CAMILO SOARES;CENTRO;671;AP 202;
AV.;CAMILO SOARES;CENTRO;671;AP 203;
AV.;CAMILO SOARES;CENTRO;671;AP 204;
AV.;CAMILO SOARES;CENTRO;671;AP 205;
AV.;CAMILO SOARES;CENTRO;671;AP 206;
AV.;CAMILO SOARES;CENTRO;671;AP 207;
AV.;CAMILO SOARES;CENTRO;671;AP 301;
AV.;CAMILO SOARES;CENTRO;671;AP 302;
AV.;CAMILO SOARES;CENTRO;671;AP 303;
AV.;CAMILO SOARES;CENTRO;671;AP 304;
AV.;CAMILO SOARES;CENTRO;671;AP 305;
AV.;CAMILO SOARES;CENTRO;671;AP 306;
AV.;CAMILO SOARES;CENTRO;671;AP 307;
AV.;CAMILO SOARES;CENTRO;671;AP 401;
AV.;CAMILO SOARES;CENTRO;671;AP 402;
AV.;CAMILO SOARES;CENTRO;671;AP 403;
AV.;CAMILO SOARES;CENTRO;671;AP 404;
AV.;CAMILO SOARES;CENTRO;671;AP 405;
AV.;CAMILO SOARES;CENTRO;671;AP 406;
AV.;CAMILO SOARES;CENTRO;671;AP 407;
AV.;CAMILO SOARES;CENTRO;671;AP 501;
AV.;CAMILO SOARES;CENTRO;671;AP 502;
AV.;CAMILO SOARES;CENTRO;671;AP 503;
AV.;CAMILO SOARES;CENTRO;671;AP 504;
AV.;CAMILO SOARES;CENTRO;671;AP 505;
AV.;CAMILO SOARES;CENTRO;671;AP 506;
AV.;CAMILO SOARES;CENTRO;671;AP 507;
AV.;CAMILO SOARES;CENTRO;671;AP 601;
AV.;CAMILO SOARES;CENTRO;671;AP 602;
AV.;CAMILO SOARES;CENTRO;671;AP 603;
AV.;CAMILO SOARES;CENTRO;671;AP 604;
AV.;CAMILO SOARES;CENTRO;671;AP 605;
AV.;CAMILO SOARES;CENTRO;671;AP 606;
AV.;CAMILO SOARES;CENTRO;671;AP 607;
AV.;CAMILO SOARES;CENTRO;671;AP 701;
AV.;CAMILO SOARES;CENTRO;671;AP 702;
AV.;CAMILO SOARES;CENTRO;671;AP 703;
AV.;CAMILO SOARES;CENTRO;671;AP 704;
AV.;CAMILO SOARES;CENTRO;671;AP 705;
AV.;CAMILO SOARES;CENTRO;671;AP 706;
AV.;CAMILO SOARES;CENTRO;671;AP 707;
AV.;CAMILO SOARES;CENTRO;671;AP 801;
AV.;CAMILO SOARES;CENTRO;671;AP 802;
AV.;CAMILO SOARES;CENTRO;671;AP 803;
AV.;CAMILO SOARES;CENTRO;671;AP 804;
AV.;CAMILO SOARES;CENTRO;671;AP 805;
AV.;CAMILO SOARES;CENTRO;671;AP 806;
AV.;CAMILO SOARES;CENTRO;671;AP 807;
AV.;CAMILO SOARES;CENTRO;645;AGENCIA BANCARIA;
RUA;JOAO CARLOS;CENTRO;169;A WR 1;
RUA;JOAO CARLOS;CENTRO;165;LOJA;
RUA;JOAO CARLOS;CENTRO;159;WR 2;
AV.;CAMILO SOARES;CENTRO;637;AP 01;
AV.;CAMILO SOARES;CENTRO;637;AP 02;
AV.;CAMILO SOARES;CENTRO;637;AP 03;
AV.;CAMILO SOARES;CENTRO;637;AP 04;
AV.;CAMILO SOARES;CENTRO;637;AP 05;
AV.;CAMILO SOARES;CENTRO;637;AP 06;
AV.;CAMILO SOARES;CENTRO;637;AP 07;
AV.;CAMILO SOARES;CENTRO;637;AP 08;
PÇA;16 DE SETEMBRO;CENTRO;46;#NOME?;
PÇA;16 DE SETEMBRO;CENTRO;42;LOJA;
PÇA;16 DE SETEMBRO;CENTRO;24;;
PÇA;16 DE SETEMBRO;CENTRO;34;CINEMA;
PÇA;16 DE SETEMBRO;CENTRO;14;#NOME?;
PÇA;16 DE SETEMBRO;CENTRO;10;#NOME?;
PÇA;16 DE SETEMBRO;CENTRO;2;#NOME?;
PÇA;16 DE SETEMBRO;CENTRO;50;#NOME?;
PÇA;16 DE SETEMBRO;CENTRO;56;#NOME?;
RUA;MAJOR PENHA;CENTRO;124;A RESIDENCIA;
RUA;MAJOR PENHA;CENTRO;78;RES SOB LOJA;
PÇA;16 DE SETEMBRO;CENTRO;78;RES SUPERIOR;
PÇA;16 DE SETEMBRO;CENTRO;78;REALCE;
RUA;MAJOR PENHA;CENTRO;124;PADARIA;
PÇA;16 DE SETEMBRO;CENTRO;78;A MIL COISAS;
PÇA;16 DE SETEMBRO;CENTRO;76;LOJA MIL COISAS;
RUA;MAJOR PENHA;CENTRO;136;LOJA;
RUA;MAJOR PENHA;CENTRO;142;;
RUA;MAJOR PENHA;CENTRO;134;ANDAR 1;
RUA;MAJOR PENHA;CENTRO;134;;
RUA;MAJOR PENHA;CENTRO;158;COMERCIO;
RUA;MAJOR PENHA;CENTRO;164;SUPERMER ELDORADO;
RUA;MAJOR PENHA;CENTRO;164;AP 301;
RUA;MAJOR PENHA;CENTRO;164;AP 302;
RUA;MAJOR PENHA;CENTRO;164;AP 303;
RUA;MAJOR PENHA;CENTRO;164;AP 304;
RUA;MAJOR PENHA;CENTRO;164;AP 401;
RUA;MAJOR PENHA;CENTRO;164;AP 402;
RUA;MAJOR PENHA;CENTRO;164;AP 403;
RUA;MAJOR PENHA;CENTRO;164;AP 404;
RUA;MAJOR PENHA;CENTRO;164;AP 501;
RUA;MAJOR PENHA;CENTRO;164;AP 502;
RUA;MAJOR PENHA;CENTRO;164;AP 503;
RUA;MAJOR PENHA;CENTRO;164;AP 504;
RUA;MAJOR PENHA;CENTRO;164;AP 601;
RUA;MAJOR PENHA;CENTRO;164;AP 602;
RUA;MAJOR PENHA;CENTRO;164;AP 603;
RUA;MAJOR PENHA;CENTRO;164;AP 604;
RUA;MAJOR PENHA;CENTRO;164;AP 701;
RUA;MAJOR PENHA;CENTRO;164;AP 702;
RUA;MAJOR PENHA;CENTRO;164;AP 703;
RUA;MAJOR PENHA;CENTRO;164;AP 704;
RUA;MAJOR PENHA;CENTRO;164;AP 801;
RUA;MAJOR PENHA;CENTRO;164;AP 802;
RUA;MAJOR PENHA;CENTRO;164;AP 803;
RUA;MAJOR PENHA;CENTRO;164;AP 804;
RUA;MAJOR PENHA;CENTRO;166;;
RUA;MAJOR PENHA;CENTRO;773;JOALHERIA;
RUA;MAJOR PENHA;CENTRO;773;PADARIA;
AV.;CAMILO SOARES;CENTRO;773;LARANJA LIMA;
AV.;CAMILO SOARES;CENTRO;751;LOJA;
AV.;CAMILO SOARES;CENTRO;751;SL 101;
AV.;CAMILO SOARES;CENTRO;751;SL 102;
AV.;CAMILO SOARES;CENTRO;751;SL 103;
AV.;CAMILO SOARES;CENTRO;751;SL 104;
AV.;CAMILO SOARES;CENTRO;751;SL 105;
AV.;CAMILO SOARES;CENTRO;751;SL 201;
AV.;CAMILO SOARES;CENTRO;751;SL 202;
AV.;CAMILO SOARES;CENTRO;751;SL 203;
AV.;CAMILO SOARES;CENTRO;751;SL 204;
AV.;CAMILO SOARES;CENTRO;751;SL 205;
AV.;CAMILO SOARES;CENTRO;751;SL 301;
AV.;CAMILO SOARES;CENTRO;751;SL 302;
AV.;CAMILO SOARES;CENTRO;751;SL 303;
AV.;CAMILO SOARES;CENTRO;751;SL 304;
AV.;CAMILO SOARES;CENTRO;751;SL 305;
AV.;CAMILO SOARES;CENTRO;751;SL 401;
AV.;CAMILO SOARES;CENTRO;751;SL 402;
AV.;CAMILO SOARES;CENTRO;751;SL 403;
AV.;CAMILO SOARES;CENTRO;751;SL 404;
AV.;CAMILO SOARES;CENTRO;751;SALA 405;
AV.;CAMILO SOARES;CENTRO;751;SL 501;
AV.;CAMILO SOARES;CENTRO;751;SL 502;
AV.;CAMILO SOARES;CENTRO;751;SL 503;
AV.;CAMILO SOARES;CENTRO;751;SL 504;
AV.;CAMILO SOARES;CENTRO;751;SL 505;
AV.;CAMILO SOARES;CENTRO;751;AP COBERTURA;
AV.;CAMILO SOARES;CENTRO;741;2 ANDAR;
AV.;CAMILO SOARES;CENTRO;745;FERNANDO TV;
AV.;CAMILO SOARES;CENTRO;745;LOJA;
AV.;CAMILO SOARES;CENTRO;745;SALAO;
AV.;CAMILO SOARES;CENTRO;729;LOJA 1;
AV.;CAMILO SOARES;CENTRO;725;RESID;
AV.;CAMILO SOARES;CENTRO;719;;
AV.;CAMILO SOARES;CENTRO;717;LOJA;
AV.;CAMILO SOARES;CENTRO;697;LOJA;
RUA;JOAO PINHEIRO;CENTRO;345;FUNDOS;
AV.;CAMILO SOARES;CENTRO;715;UNICRED;
RUA;JOAO PINHEIRO;CENTRO;345;PAV 01 RESIDENCIA;
RUA;JOAO PINHEIRO;CENTRO;345;A LOJA;
RUA;JOAO PINHEIRO;CENTRO;329;LOJA 09 DOCES;
RUA;JOAO PINHEIRO;CENTRO;337;- LOJA 08 - CALCADOS;
RUA;JOAO PINHEIRO;CENTRO;337;LOJA 01 - FUNDOS;
RUA;JOAO PINHEIRO;CENTRO;337;LOJA 02 FUNDOS;
RUA;JOAO PINHEIRO;CENTRO;337;LOJA 03 FUNDOS;
RUA;JOAO PINHEIRO;CENTRO;329;LOJA 04 FUNDOS;
RUA;JOAO PINHEIRO;CENTRO;329;LOJA 05 FUNDOS;
RUA;JOAO PINHEIRO;CENTRO;329;LOJA 06 FUNDOS;
RUA;JOAO PINHEIRO;CENTRO;329;DEPOSITO FUNDOS;
RUA;JOAO PINHEIRO;CENTRO;337;ESCRIT PAV SUP;
RUA;JOAO PINHEIRO;CENTRO;337;PAV SUP;
RUA;JOAO PINHEIRO;CENTRO;337;RESTAURANTE;
RUA;JOAO PINHEIRO;CENTRO;329;LOJA 07;
RUA;JOAO PINHEIRO;CENTRO;323;BAR DO CHAPA;
RUA;JOAO PINHEIRO;CENTRO;319;EX SUPERMERCADO;
RUA;JOAO PINHEIRO;CENTRO;313;JOALHERIA;
RUA;JOAO PINHEIRO;CENTRO;319;1 ANDAR;
RUA;JOAO PINHEIRO;CENTRO;307;LOTERICA CARUSO;
RUA;JOAO PINHEIRO;CENTRO;299;LANCHONETE SALGADINHO;
RUA;JOAO PINHEIRO;CENTRO;299;1 ANDAR;
RUA;OLIVEIRA MAFRA;CENTRO;226;FRENTE;
RUA;OLIVEIRA MAFRA;CENTRO;230;A RESID SUPERIOR;
RUA;OLIVEIRA MAFRA;CENTRO;230;FUNDOS;
RUA;OLIVEIRA MAFRA;CENTRO;238;;
RUA;OLIVEIRA MAFRA;CENTRO;248;;
RUA;COSTA GUEDES;CENTRO;186;APTO. 101;
RUA;COSTA GUEDES;CENTRO;186;APTO. 203 (B- PAV SUPERIOR);
RUA;COSTA GUEDES;CENTRO;186;APTO. 201 (C- PAV SUPERIOR);ISENTO MOLESTIA INCURAVEL
RUA;COSTA GUEDES;CENTRO;196;ESCRIT;
RUA;COSTA GUEDES;CENTRO;196;P SUP;
RUA;COSTA GUEDES;CENTRO;206;;
PÇA;ALFREDO PINTO;CENTRO;1;RESIDENCIA;
PÇA;ALFREDO PINTO;CENTRO;1;A LOJA;
RUA;WENCESLAU BRAZ;CENTRO;75;Loja: 01;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 01;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 02;
RUA;WENCESLAU BRAZ;CENTRO;71;S SOLO;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 101;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 102;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 103;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 104;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 105;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 201;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 202;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 203;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 204;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 205;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 301;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 302;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 303;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 304;
RUA;WENCESLAU BRAZ;CENTRO;71;AP 305;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 03;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 04;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 05;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 06;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 07;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 08;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 09;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 10;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 11;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 12;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 13;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 14;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 15;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 16;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 17;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 18;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 19;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 20;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 21;
RUA;WENCESLAU BRAZ;CENTRO;71;LOJA 22;
RUA;WENCESLAU BRAZ;CENTRO;35;;
RUA;MAJOR PENHA;CENTRO;145;HOTEL;HOTEL
RUA;OLIVEIRA MAFRA;CENTRO;296;QUITANDA DO CHICO;
RUA;DOUTOR MARIO MILWARD;CENTRO;156;COMERC;
RUA;DOUTOR MARIO MILWARD;CENTRO;154;RES PAV SUPERIOR;
RUA;DOUTOR MARIO MILWARD;CENTRO;226;A PAV SUPERIOR;
RUA;DOUTOR MARIO MILWARD;CENTRO;226;B;
RUA;DOUTOR MARIO MILWARD;CENTRO;226;C PAV 02;
RUA;DOUTOR MARIO MILWARD;CENTRO;226;COMERC;
PÇA;ALFREDO PINTO;CENTRO;61;;
PÇA;ALFREDO PINTO;CENTRO;65;;
RUA;DOUTOR MARIO MILWARD;CENTRO;256;;
RUA;DOUTOR MARIO MILWARD;CENTRO;260;;
RUA;DOUTOR MARIO MILWARD;CENTRO;264;;
RUA;DOUTOR MARIO MILWARD;CENTRO;272;;
RUA;DOUTOR MARIO MILWARD;CENTRO;274;;
PÇA;ALFREDO PINTO;CENTRO;53;RESID;
PÇA;ALFREDO PINTO;CENTRO;43;A;
PÇA;ALFREDO PINTO;CENTRO;43;B;
PÇA;ALFREDO PINTO;CENTRO;43;C;
PÇA;ALFREDO PINTO;CENTRO;53;APTO PAV SUPERIOR;
PÇA;ALFREDO PINTO;CENTRO;53;SALAO PAV SUP;
PÇA;ALFREDO PINTO;CENTRO;35;#NOME?;
PÇA;ALFREDO PINTO;CENTRO;35; - A - RES PAV SUP;
RUA;COSTA GUEDES;CENTRO;77;;
PÇA;ALFREDO PINTO;CENTRO;27;FARMACIA;
RUA;COSTA GUEDES;CENTRO;229;;
RUA;COSTA GUEDES;CENTRO;221;BARB;
RUA;COSTA GUEDES;CENTRO;217;;
